institute,date,party,votes
allensbach,1998-05-20,FDP,0.057
allensbach,1998-05-20,PDS,0.059
allensbach,1998-05-20,REP,0.015
allensbach,1998-05-20,Sonstige,0.029
allensbach,1998-05-20,Linke.PDS,NA
allensbach,1998-05-20,LINKE,NA
allensbach,1998-05-20,PIRATEN,NA
allensbach,1998-05-20,AfD,NA
allensbach,1998-04-29,CDU/CSU,0.313
allensbach,1998-04-29,SPD,0.452
allensbach,1998-04-29,GRÜNE,0.085
allensbach,1998-04-29,FDP,0.058
allensbach,1998-04-29,PDS,0.052
allensbach,1998-04-29,REP,0.028
allensbach,1998-04-29,Sonstige,0.012
allensbach,1998-04-29,Linke.PDS,NA
allensbach,1998-04-29,LINKE,NA
allensbach,1998-04-29,PIRATEN,NA
allensbach,1998-04-29,AfD,NA
allensbach,1998-03-25,CDU/CSU,0.321
allensbach,1998-03-25,SPD,0.427
allensbach,1998-03-25,GRÜNE,0.102
allensbach,1998-03-25,FDP,0.058
allensbach,1998-03-25,PDS,0.054
allensbach,1998-03-25,REP,0.02
allensbach,1998-03-25,Sonstige,0.018
allensbach,1998-03-25,Linke.PDS,NA
allensbach,1998-03-25,LINKE,NA
allensbach,1998-03-25,PIRATEN,NA
allensbach,1998-03-25,AfD,NA
allensbach,2005-09-16,CDU/CSU,0.415
allensbach,2005-09-16,SPD,0.325
allensbach,2005-09-16,GRÜNE,0.07
allensbach,2005-09-16,FDP,0.08
allensbach,2005-09-16,PDS,NA
allensbach,2005-09-16,REP,NA
allensbach,2005-09-16,Sonstige,0.025
allensbach,2005-09-16,Linke.PDS,0.085
allensbach,2005-09-16,LINKE,NA
allensbach,2005-09-16,PIRATEN,NA
allensbach,2005-09-16,AfD,NA
allensbach,2005-09-13,CDU/CSU,0.417
allensbach,2005-09-13,SPD,0.329
allensbach,2005-09-13,GRÜNE,0.072
allensbach,2005-09-13,FDP,0.07
allensbach,2005-09-13,PDS,NA
allensbach,2005-09-13,REP,NA
allensbach,2005-09-13,Sonstige,0.027
allensbach,2005-09-13,Linke.PDS,0.085
allensbach,2005-09-13,LINKE,NA
allensbach,2005-09-13,PIRATEN,NA
allensbach,2005-09-13,AfD,NA
allensbach,2005-09-09,CDU/CSU,0.415
allensbach,2005-09-09,SPD,0.327
allensbach,2005-09-09,GRÜNE,0.072
allensbach,2005-09-09,FDP,0.07
allensbach,2005-09-09,PDS,NA
allensbach,2005-09-09,REP,NA
allensbach,2005-09-09,Sonstige,0.027
allensbach,2005-09-09,Linke.PDS,0.089
allensbach,2005-09-09,LINKE,NA
allensbach,2005-09-09,PIRATEN,NA
allensbach,2005-09-09,AfD,NA
allensbach,2005-09-02,CDU/CSU,0.417
allensbach,2005-09-02,SPD,0.296
allensbach,2005-09-02,GRÜNE,0.081
allensbach,2005-09-02,FDP,0.08
allensbach,2005-09-02,PDS,NA
allensbach,2005-09-02,REP,NA
allensbach,2005-09-02,Sonstige,0.029
allensbach,2005-09-02,Linke.PDS,0.097
allensbach,2005-09-02,LINKE,NA
allensbach,2005-09-02,PIRATEN,NA
allensbach,2005-09-02,AfD,NA
allensbach,2005-08-27,CDU/CSU,0.435
allensbach,2005-08-27,SPD,0.281
allensbach,2005-08-27,GRÜNE,0.077
allensbach,2005-08-27,FDP,0.078
allensbach,2005-08-27,PDS,NA
allensbach,2005-08-27,REP,NA
allensbach,2005-08-27,Sonstige,0.028
allensbach,2005-08-27,Linke.PDS,0.101
allensbach,2005-08-27,LINKE,NA
allensbach,2005-08-27,PIRATEN,NA
allensbach,2005-08-27,AfD,NA
allensbach,2005-08-23,CDU/CSU,0.418
allensbach,2005-08-23,SPD,0.279
allensbach,2005-08-23,GRÜNE,0.081
allensbach,2005-08-23,FDP,0.087
allensbach,2005-08-23,PDS,NA
allensbach,2005-08-23,REP,NA
allensbach,2005-08-23,Sonstige,0.032
allensbach,2005-08-23,Linke.PDS,0.103
allensbach,2005-08-23,LINKE,NA
allensbach,2005-08-23,PIRATEN,NA
allensbach,2005-08-23,AfD,NA
allensbach,2005-08-16,CDU/CSU,0.419
allensbach,2005-08-16,SPD,0.279
allensbach,2005-08-16,GRÜNE,0.08
allensbach,2005-08-16,FDP,0.084
allensbach,2005-08-16,PDS,NA
allensbach,2005-08-16,REP,NA
allensbach,2005-08-16,Sonstige,0.033
allensbach,2005-08-16,Linke.PDS,0.105
allensbach,2005-08-16,LINKE,NA
allensbach,2005-08-16,PIRATEN,NA
allensbach,2005-08-16,AfD,NA
allensbach,2005-07-19,CDU/CSU,0.452
allensbach,2005-07-19,SPD,0.264
allensbach,2005-07-19,GRÜNE,0.082
allensbach,2005-07-19,FDP,0.08
allensbach,2005-07-19,PDS,NA
allensbach,2005-07-19,REP,NA
allensbach,2005-07-19,Sonstige,0.03
allensbach,2005-07-19,Linke.PDS,0.092
allensbach,2005-07-19,LINKE,NA
allensbach,2005-07-19,PIRATEN,NA
allensbach,2005-07-19,AfD,NA
allensbach,2005-06-15,CDU/CSU,0.469
allensbach,2005-06-15,SPD,0.274
allensbach,2005-06-15,GRÜNE,0.092
allensbach,2005-06-15,FDP,0.081
allensbach,2005-06-15,PDS,NA
allensbach,2005-06-15,REP,NA
allensbach,2005-06-15,Sonstige,0.036
allensbach,2005-06-15,Linke.PDS,0.048
allensbach,2005-06-15,LINKE,NA
allensbach,2005-06-15,PIRATEN,NA
allensbach,2005-06-15,AfD,NA
allensbach,2005-05-18,CDU/CSU,0.441
allensbach,2005-05-18,SPD,0.286
allensbach,2005-05-18,GRÜNE,0.098
allensbach,2005-05-18,FDP,0.082
allensbach,2005-05-18,PDS,NA
allensbach,2005-05-18,REP,NA
allensbach,2005-05-18,Sonstige,0.039
allensbach,2005-05-18,Linke.PDS,0.054
allensbach,2005-05-18,LINKE,NA
allensbach,2005-05-18,PIRATEN,NA
allensbach,2005-05-18,AfD,NA
allensbach,2005-04-20,CDU/CSU,0.44
allensbach,2005-04-20,SPD,0.293
allensbach,2005-04-20,GRÜNE,0.093
allensbach,2005-04-20,FDP,0.085
allensbach,2005-04-20,PDS,NA
allensbach,2005-04-20,REP,NA
allensbach,2005-04-20,Sonstige,0.038
allensbach,2005-04-20,Linke.PDS,0.051
allensbach,2005-04-20,LINKE,NA
allensbach,2005-04-20,PIRATEN,NA
allensbach,2005-04-20,AfD,NA
allensbach,2005-03-16,CDU/CSU,0.41
allensbach,2005-03-16,SPD,0.315
allensbach,2005-03-16,GRÜNE,0.094
allensbach,2005-03-16,FDP,0.088
allensbach,2005-03-16,PDS,NA
allensbach,2005-03-16,REP,NA
allensbach,2005-03-16,Sonstige,0.042
allensbach,2005-03-16,Linke.PDS,0.051
allensbach,2005-03-16,LINKE,NA
allensbach,2005-03-16,PIRATEN,NA
allensbach,2005-03-16,AfD,NA
allensbach,2005-02-16,CDU/CSU,0.372
allensbach,2005-02-16,SPD,0.329
allensbach,2005-02-16,GRÜNE,0.111
allensbach,2005-02-16,FDP,0.088
allensbach,2005-02-16,PDS,NA
allensbach,2005-02-16,REP,NA
allensbach,2005-02-16,Sonstige,0.043
allensbach,2005-02-16,Linke.PDS,0.057
allensbach,2005-02-16,LINKE,NA
allensbach,2005-02-16,PIRATEN,NA
allensbach,2005-02-16,AfD,NA
allensbach,2005-01-26,CDU/CSU,0.389
allensbach,2005-01-26,SPD,0.306
allensbach,2005-01-26,GRÜNE,0.111
allensbach,2005-01-26,FDP,0.086
allensbach,2005-01-26,PDS,NA
allensbach,2005-01-26,REP,NA
allensbach,2005-01-26,Sonstige,0.047
allensbach,2005-01-26,Linke.PDS,0.061
allensbach,2005-01-26,LINKE,NA
allensbach,2005-01-26,PIRATEN,NA
allensbach,2005-01-26,AfD,NA
allensbach,2004-12-15,CDU/CSU,0.397
allensbach,2004-12-15,SPD,0.301
allensbach,2004-12-15,GRÜNE,0.119
allensbach,2004-12-15,FDP,0.084
allensbach,2004-12-15,PDS,NA
allensbach,2004-12-15,REP,NA
allensbach,2004-12-15,Sonstige,0.039
allensbach,2004-12-15,Linke.PDS,0.06
allensbach,2004-12-15,LINKE,NA
allensbach,2004-12-15,PIRATEN,NA
allensbach,2004-12-15,AfD,NA
allensbach,2004-11-18,CDU/CSU,0.389
allensbach,2004-11-18,SPD,0.309
allensbach,2004-11-18,GRÜNE,0.109
allensbach,2004-11-18,FDP,0.088
allensbach,2004-11-18,PDS,NA
allensbach,2004-11-18,REP,NA
allensbach,2004-11-18,Sonstige,0.047
allensbach,2004-11-18,Linke.PDS,0.058
allensbach,2004-11-18,LINKE,NA
allensbach,2004-11-18,PIRATEN,NA
allensbach,2004-11-18,AfD,NA
allensbach,2004-10-20,CDU/CSU,0.415
allensbach,2004-10-20,SPD,0.27
allensbach,2004-10-20,GRÜNE,0.121
allensbach,2004-10-20,FDP,0.084
allensbach,2004-10-20,PDS,NA
allensbach,2004-10-20,REP,NA
allensbach,2004-10-20,Sonstige,0.047
allensbach,2004-10-20,Linke.PDS,0.063
allensbach,2004-10-20,LINKE,NA
allensbach,2004-10-20,PIRATEN,NA
allensbach,2004-10-20,AfD,NA
allensbach,2004-09-15,CDU/CSU,0.446
allensbach,2004-09-15,SPD,0.237
allensbach,2004-09-15,GRÜNE,0.114
allensbach,2004-09-15,FDP,0.08
allensbach,2004-09-15,PDS,NA
allensbach,2004-09-15,REP,NA
allensbach,2004-09-15,Sonstige,0.048
allensbach,2004-09-15,Linke.PDS,0.075
allensbach,2004-09-15,LINKE,NA
allensbach,2004-09-15,PIRATEN,NA
allensbach,2004-09-15,AfD,NA
allensbach,2004-08-17,CDU/CSU,0.429
allensbach,2004-08-17,SPD,0.253
allensbach,2004-08-17,GRÜNE,0.113
allensbach,2004-08-17,FDP,0.082
allensbach,2004-08-17,PDS,NA
allensbach,2004-08-17,REP,NA
allensbach,2004-08-17,Sonstige,0.049
allensbach,2004-08-17,Linke.PDS,0.074
allensbach,2004-08-17,LINKE,NA
allensbach,2004-08-17,PIRATEN,NA
allensbach,2004-08-17,AfD,NA
allensbach,2004-07-21,CDU/CSU,0.442
allensbach,2004-07-21,SPD,0.242
allensbach,2004-07-21,GRÜNE,0.122
allensbach,2004-07-21,FDP,0.085
allensbach,2004-07-21,PDS,NA
allensbach,2004-07-21,REP,NA
allensbach,2004-07-21,Sonstige,0.049
allensbach,2004-07-21,Linke.PDS,0.06
allensbach,2004-07-21,LINKE,NA
allensbach,2004-07-21,PIRATEN,NA
allensbach,2004-07-21,AfD,NA
allensbach,2004-06-16,CDU/CSU,0.459
allensbach,2004-06-16,SPD,0.25
allensbach,2004-06-16,GRÜNE,0.108
allensbach,2004-06-16,FDP,0.079
allensbach,2004-06-16,PDS,NA
allensbach,2004-06-16,REP,NA
allensbach,2004-06-16,Sonstige,0.05
allensbach,2004-06-16,Linke.PDS,0.054
allensbach,2004-06-16,LINKE,NA
allensbach,2004-06-16,PIRATEN,NA
allensbach,2004-06-16,AfD,NA
allensbach,2004-05-19,CDU/CSU,0.467
allensbach,2004-05-19,SPD,0.245
allensbach,2004-05-19,GRÜNE,0.119
allensbach,2004-05-19,FDP,0.079
allensbach,2004-05-19,PDS,NA
allensbach,2004-05-19,REP,NA
allensbach,2004-05-19,Sonstige,0.039
allensbach,2004-05-19,Linke.PDS,0.051
allensbach,2004-05-19,LINKE,NA
allensbach,2004-05-19,PIRATEN,NA
allensbach,2004-05-19,AfD,NA
allensbach,2004-04-21,CDU/CSU,0.471
allensbach,2004-04-21,SPD,0.245
allensbach,2004-04-21,GRÜNE,0.115
allensbach,2004-04-21,FDP,0.083
allensbach,2004-04-21,PDS,NA
allensbach,2004-04-21,REP,NA
allensbach,2004-04-21,Sonstige,0.033
allensbach,2004-04-21,Linke.PDS,0.053
allensbach,2004-04-21,LINKE,NA
allensbach,2004-04-21,PIRATEN,NA
allensbach,2004-04-21,AfD,NA
allensbach,2004-03-17,CDU/CSU,0.472
allensbach,2004-03-17,SPD,0.238
allensbach,2004-03-17,GRÜNE,0.119
allensbach,2004-03-17,FDP,0.081
allensbach,2004-03-17,PDS,NA
allensbach,2004-03-17,REP,NA
allensbach,2004-03-17,Sonstige,0.042
allensbach,2004-03-17,Linke.PDS,0.048
allensbach,2004-03-17,LINKE,NA
allensbach,2004-03-17,PIRATEN,NA
allensbach,2004-03-17,AfD,NA
allensbach,2004-02-18,CDU/CSU,0.478
allensbach,2004-02-18,SPD,0.242
allensbach,2004-02-18,GRÜNE,0.104
allensbach,2004-02-18,FDP,0.084
allensbach,2004-02-18,PDS,NA
allensbach,2004-02-18,REP,NA
allensbach,2004-02-18,Sonstige,0.04
allensbach,2004-02-18,Linke.PDS,0.052
allensbach,2004-02-18,LINKE,NA
allensbach,2004-02-18,PIRATEN,NA
allensbach,2004-02-18,AfD,NA
allensbach,2004-01-28,CDU/CSU,0.469
allensbach,2004-01-28,SPD,0.253
allensbach,2004-01-28,GRÜNE,0.106
allensbach,2004-01-28,FDP,0.079
allensbach,2004-01-28,PDS,NA
allensbach,2004-01-28,REP,NA
allensbach,2004-01-28,Sonstige,0.041
allensbach,2004-01-28,Linke.PDS,0.052
allensbach,2004-01-28,LINKE,NA
allensbach,2004-01-28,PIRATEN,NA
allensbach,2004-01-28,AfD,NA
allensbach,2003-12-17,CDU/CSU,0.474
allensbach,2003-12-17,SPD,0.255
allensbach,2003-12-17,GRÜNE,0.114
allensbach,2003-12-17,FDP,0.078
allensbach,2003-12-17,PDS,NA
allensbach,2003-12-17,REP,NA
allensbach,2003-12-17,Sonstige,0.031
allensbach,2003-12-17,Linke.PDS,0.048
allensbach,2003-12-17,LINKE,NA
allensbach,2003-12-17,PIRATEN,NA
allensbach,2003-12-17,AfD,NA
allensbach,2003-11-12,CDU/CSU,0.469
allensbach,2003-11-12,SPD,0.261
allensbach,2003-11-12,GRÜNE,0.111
allensbach,2003-11-12,FDP,0.074
allensbach,2003-11-12,PDS,NA
allensbach,2003-11-12,REP,NA
allensbach,2003-11-12,Sonstige,0.037
allensbach,2003-11-12,Linke.PDS,0.048
allensbach,2003-11-12,LINKE,NA
allensbach,2003-11-12,PIRATEN,NA
allensbach,2003-11-12,AfD,NA
allensbach,2003-10-15,CDU/CSU,0.468
allensbach,2003-10-15,SPD,0.269
allensbach,2003-10-15,GRÜNE,0.112
allensbach,2003-10-15,FDP,0.078
allensbach,2003-10-15,PDS,NA
allensbach,2003-10-15,REP,NA
allensbach,2003-10-15,Sonstige,0.03
allensbach,2003-10-15,Linke.PDS,0.043
allensbach,2003-10-15,LINKE,NA
allensbach,2003-10-15,PIRATEN,NA
allensbach,2003-10-15,AfD,NA
allensbach,2003-09-17,CDU/CSU,0.437
allensbach,2003-09-17,SPD,0.308
allensbach,2003-09-17,GRÜNE,0.097
allensbach,2003-09-17,FDP,0.079
allensbach,2003-09-17,PDS,NA
allensbach,2003-09-17,REP,NA
allensbach,2003-09-17,Sonstige,0.033
allensbach,2003-09-17,Linke.PDS,0.046
allensbach,2003-09-17,LINKE,NA
allensbach,2003-09-17,PIRATEN,NA
allensbach,2003-09-17,AfD,NA
allensbach,2003-08-20,CDU/CSU,0.437
allensbach,2003-08-20,SPD,0.31
allensbach,2003-08-20,GRÜNE,0.099
allensbach,2003-08-20,FDP,0.076
allensbach,2003-08-20,PDS,NA
allensbach,2003-08-20,REP,NA
allensbach,2003-08-20,Sonstige,0.035
allensbach,2003-08-20,Linke.PDS,0.043
allensbach,2003-08-20,LINKE,NA
allensbach,2003-08-20,PIRATEN,NA
allensbach,2003-08-20,AfD,NA
allensbach,2003-07-23,CDU/CSU,0.429
allensbach,2003-07-23,SPD,0.306
allensbach,2003-07-23,GRÜNE,0.1
allensbach,2003-07-23,FDP,0.078
allensbach,2003-07-23,PDS,NA
allensbach,2003-07-23,REP,NA
allensbach,2003-07-23,Sonstige,0.043
allensbach,2003-07-23,Linke.PDS,0.044
allensbach,2003-07-23,LINKE,NA
allensbach,2003-07-23,PIRATEN,NA
allensbach,2003-07-23,AfD,NA
allensbach,2003-06-18,CDU/CSU,0.431
allensbach,2003-06-18,SPD,0.299
allensbach,2003-06-18,GRÜNE,0.107
allensbach,2003-06-18,FDP,0.078
allensbach,2003-06-18,PDS,NA
allensbach,2003-06-18,REP,NA
allensbach,2003-06-18,Sonstige,0.045
allensbach,2003-06-18,Linke.PDS,0.04
allensbach,2003-06-18,LINKE,NA
allensbach,2003-06-18,PIRATEN,NA
allensbach,2003-06-18,AfD,NA
allensbach,2003-05-14,CDU/CSU,0.439
allensbach,2003-05-14,SPD,0.294
allensbach,2003-05-14,GRÜNE,0.113
allensbach,2003-05-14,FDP,0.089
allensbach,2003-05-14,PDS,NA
allensbach,2003-05-14,REP,NA
allensbach,2003-05-14,Sonstige,0.023
allensbach,2003-05-14,Linke.PDS,0.042
allensbach,2003-05-14,LINKE,NA
allensbach,2003-05-14,PIRATEN,NA
allensbach,2003-05-14,AfD,NA
allensbach,2003-04-16,CDU/CSU,0.436
allensbach,2003-04-16,SPD,0.306
allensbach,2003-04-16,GRÜNE,0.104
allensbach,2003-04-16,FDP,0.088
allensbach,2003-04-16,PDS,NA
allensbach,2003-04-16,REP,NA
allensbach,2003-04-16,Sonstige,0.024
allensbach,2003-04-16,Linke.PDS,0.042
allensbach,2003-04-16,LINKE,NA
allensbach,2003-04-16,PIRATEN,NA
allensbach,2003-04-16,AfD,NA
allensbach,2003-03-19,CDU/CSU,0.463
allensbach,2003-03-19,SPD,0.274
allensbach,2003-03-19,GRÜNE,0.109
allensbach,2003-03-19,FDP,0.088
allensbach,2003-03-19,PDS,NA
allensbach,2003-03-19,REP,NA
allensbach,2003-03-19,Sonstige,0.024
allensbach,2003-03-19,Linke.PDS,0.042
allensbach,2003-03-19,LINKE,NA
allensbach,2003-03-19,PIRATEN,NA
allensbach,2003-03-19,AfD,NA
allensbach,2003-02-19,CDU/CSU,0.47
allensbach,2003-02-19,SPD,0.276
allensbach,2003-02-19,GRÜNE,0.098
allensbach,2003-02-19,FDP,0.086
allensbach,2003-02-19,PDS,NA
allensbach,2003-02-19,REP,NA
allensbach,2003-02-19,Sonstige,0.028
allensbach,2003-02-19,Linke.PDS,0.042
allensbach,2003-02-19,LINKE,NA
allensbach,2003-02-19,PIRATEN,NA
allensbach,2003-02-19,AfD,NA
allensbach,2003-01-29,CDU/CSU,0.45
allensbach,2003-01-29,SPD,0.314
allensbach,2003-01-29,GRÜNE,0.083
allensbach,2003-01-29,FDP,0.083
allensbach,2003-01-29,PDS,NA
allensbach,2003-01-29,REP,NA
allensbach,2003-01-29,Sonstige,0.026
allensbach,2003-01-29,Linke.PDS,0.044
allensbach,2003-01-29,LINKE,NA
allensbach,2003-01-29,PIRATEN,NA
allensbach,2003-01-29,AfD,NA
allensbach,2002-12-18,CDU/CSU,0.476
allensbach,2002-12-18,SPD,0.264
allensbach,2002-12-18,GRÜNE,0.105
allensbach,2002-12-18,FDP,0.073
allensbach,2002-12-18,PDS,NA
allensbach,2002-12-18,REP,NA
allensbach,2002-12-18,Sonstige,0.032
allensbach,2002-12-18,Linke.PDS,0.05
allensbach,2002-12-18,LINKE,NA
allensbach,2002-12-18,PIRATEN,NA
allensbach,2002-12-18,AfD,NA
allensbach,2002-11-15,CDU/CSU,0.441
allensbach,2002-11-15,SPD,0.323
allensbach,2002-11-15,GRÜNE,0.094
allensbach,2002-11-15,FDP,0.068
allensbach,2002-11-15,PDS,NA
allensbach,2002-11-15,REP,NA
allensbach,2002-11-15,Sonstige,0.034
allensbach,2002-11-15,Linke.PDS,0.04
allensbach,2002-11-15,LINKE,NA
allensbach,2002-11-15,PIRATEN,NA
allensbach,2002-11-15,AfD,NA
allensbach,2002-09-22,CDU/CSU,0.385
allensbach,2002-09-22,SPD,0.385
allensbach,2002-09-22,GRÜNE,0.086
allensbach,2002-09-22,FDP,0.074
allensbach,2002-09-22,PDS,NA
allensbach,2002-09-22,REP,NA
allensbach,2002-09-22,Sonstige,0.03
allensbach,2002-09-22,Linke.PDS,0.04
allensbach,2002-09-22,LINKE,NA
allensbach,2002-09-22,PIRATEN,NA
allensbach,2002-09-22,AfD,NA
allensbach,2009-09-22,CDU/CSU,0.35
allensbach,2009-09-22,SPD,0.24
allensbach,2009-09-22,GRÜNE,0.11
allensbach,2009-09-22,FDP,0.135
allensbach,2009-09-22,PDS,NA
allensbach,2009-09-22,REP,NA
allensbach,2009-09-22,Sonstige,0.05
allensbach,2009-09-22,Linke.PDS,NA
allensbach,2009-09-22,LINKE,0.115
allensbach,2009-09-22,PIRATEN,NA
allensbach,2009-09-22,AfD,NA
allensbach,2009-09-15,CDU/CSU,0.36
allensbach,2009-09-15,SPD,0.225
allensbach,2009-09-15,GRÜNE,0.12
allensbach,2009-09-15,FDP,0.125
allensbach,2009-09-15,PDS,NA
allensbach,2009-09-15,REP,NA
allensbach,2009-09-15,Sonstige,0.05
allensbach,2009-09-15,Linke.PDS,NA
allensbach,2009-09-15,LINKE,0.12
allensbach,2009-09-15,PIRATEN,NA
allensbach,2009-09-15,AfD,NA
allensbach,2009-09-09,CDU/CSU,0.35
allensbach,2009-09-09,SPD,0.225
allensbach,2009-09-09,GRÜNE,0.13
allensbach,2009-09-09,FDP,0.13
allensbach,2009-09-09,PDS,NA
allensbach,2009-09-09,REP,NA
allensbach,2009-09-09,Sonstige,0.05
allensbach,2009-09-09,Linke.PDS,NA
allensbach,2009-09-09,LINKE,0.115
allensbach,2009-09-09,PIRATEN,NA
allensbach,2009-09-09,AfD,NA
allensbach,2009-09-01,CDU/CSU,0.355
allensbach,2009-09-01,SPD,0.23
allensbach,2009-09-01,GRÜNE,0.135
allensbach,2009-09-01,FDP,0.14
allensbach,2009-09-01,PDS,NA
allensbach,2009-09-01,REP,NA
allensbach,2009-09-01,Sonstige,0.045
allensbach,2009-09-01,Linke.PDS,NA
allensbach,2009-09-01,LINKE,0.095
allensbach,2009-09-01,PIRATEN,NA
allensbach,2009-09-01,AfD,NA
allensbach,2009-08-18,CDU/CSU,0.365
allensbach,2009-08-18,SPD,0.23
allensbach,2009-08-18,GRÜNE,0.13
allensbach,2009-08-18,FDP,0.145
allensbach,2009-08-18,PDS,NA
allensbach,2009-08-18,REP,NA
allensbach,2009-08-18,Sonstige,0.04
allensbach,2009-08-18,Linke.PDS,NA
allensbach,2009-08-18,LINKE,0.09
allensbach,2009-08-18,PIRATEN,NA
allensbach,2009-08-18,AfD,NA
allensbach,2009-07-21,CDU/CSU,0.365
allensbach,2009-07-21,SPD,0.24
allensbach,2009-07-21,GRÜNE,0.12
allensbach,2009-07-21,FDP,0.135
allensbach,2009-07-21,PDS,NA
allensbach,2009-07-21,REP,NA
allensbach,2009-07-21,Sonstige,0.04
allensbach,2009-07-21,Linke.PDS,NA
allensbach,2009-07-21,LINKE,0.1
allensbach,2009-07-21,PIRATEN,NA
allensbach,2009-07-21,AfD,NA
allensbach,2009-06-16,CDU/CSU,0.36
allensbach,2009-06-16,SPD,0.245
allensbach,2009-06-16,GRÜNE,0.115
allensbach,2009-06-16,FDP,0.145
allensbach,2009-06-16,PDS,NA
allensbach,2009-06-16,REP,NA
allensbach,2009-06-16,Sonstige,0.04
allensbach,2009-06-16,Linke.PDS,NA
allensbach,2009-06-16,LINKE,0.095
allensbach,2009-06-16,PIRATEN,NA
allensbach,2009-06-16,AfD,NA
allensbach,2009-05-19,CDU/CSU,0.365
allensbach,2009-05-19,SPD,0.26
allensbach,2009-05-19,GRÜNE,0.105
allensbach,2009-05-19,FDP,0.135
allensbach,2009-05-19,PDS,NA
allensbach,2009-05-19,REP,NA
allensbach,2009-05-19,Sonstige,0.04
allensbach,2009-05-19,Linke.PDS,NA
allensbach,2009-05-19,LINKE,0.095
allensbach,2009-05-19,PIRATEN,NA
allensbach,2009-05-19,AfD,NA
allensbach,2009-04-21,CDU/CSU,0.375
allensbach,2009-04-21,SPD,0.245
allensbach,2009-04-21,GRÜNE,0.105
allensbach,2009-04-21,FDP,0.135
allensbach,2009-04-21,PDS,NA
allensbach,2009-04-21,REP,NA
allensbach,2009-04-21,Sonstige,0.04
allensbach,2009-04-21,Linke.PDS,NA
allensbach,2009-04-21,LINKE,0.1
allensbach,2009-04-21,PIRATEN,NA
allensbach,2009-04-21,AfD,NA
allensbach,2009-03-24,CDU/CSU,0.348
allensbach,2009-03-24,SPD,0.261
allensbach,2009-03-24,GRÜNE,0.105
allensbach,2009-03-24,FDP,0.145
allensbach,2009-03-24,PDS,NA
allensbach,2009-03-24,REP,NA
allensbach,2009-03-24,Sonstige,0.041
allensbach,2009-03-24,Linke.PDS,NA
allensbach,2009-03-24,LINKE,0.1
allensbach,2009-03-24,PIRATEN,NA
allensbach,2009-03-24,AfD,NA
allensbach,2009-02-24,CDU/CSU,0.356
allensbach,2009-02-24,SPD,0.247
allensbach,2009-02-24,GRÜNE,0.11
allensbach,2009-02-24,FDP,0.148
allensbach,2009-02-24,PDS,NA
allensbach,2009-02-24,REP,NA
allensbach,2009-02-24,Sonstige,0.031
allensbach,2009-02-24,Linke.PDS,NA
allensbach,2009-02-24,LINKE,0.108
allensbach,2009-02-24,PIRATEN,NA
allensbach,2009-02-24,AfD,NA
allensbach,2009-01-27,CDU/CSU,0.361
allensbach,2009-01-27,SPD,0.269
allensbach,2009-01-27,GRÜNE,0.096
allensbach,2009-01-27,FDP,0.121
allensbach,2009-01-27,PDS,NA
allensbach,2009-01-27,REP,NA
allensbach,2009-01-27,Sonstige,0.038
allensbach,2009-01-27,Linke.PDS,NA
allensbach,2009-01-27,LINKE,0.115
allensbach,2009-01-27,PIRATEN,NA
allensbach,2009-01-27,AfD,NA
allensbach,2008-12-17,CDU/CSU,0.369
allensbach,2008-12-17,SPD,0.259
allensbach,2008-12-17,GRÜNE,0.097
allensbach,2008-12-17,FDP,0.113
allensbach,2008-12-17,PDS,NA
allensbach,2008-12-17,REP,NA
allensbach,2008-12-17,Sonstige,0.037
allensbach,2008-12-17,Linke.PDS,NA
allensbach,2008-12-17,LINKE,0.125
allensbach,2008-12-17,PIRATEN,NA
allensbach,2008-12-17,AfD,NA
allensbach,2008-11-19,CDU/CSU,0.361
allensbach,2008-11-19,SPD,0.266
allensbach,2008-11-19,GRÜNE,0.108
allensbach,2008-11-19,FDP,0.112
allensbach,2008-11-19,PDS,NA
allensbach,2008-11-19,REP,NA
allensbach,2008-11-19,Sonstige,0.04
allensbach,2008-11-19,Linke.PDS,NA
allensbach,2008-11-19,LINKE,0.113
allensbach,2008-11-19,PIRATEN,NA
allensbach,2008-11-19,AfD,NA
allensbach,2008-10-21,CDU/CSU,0.355
allensbach,2008-10-21,SPD,0.258
allensbach,2008-10-21,GRÜNE,0.103
allensbach,2008-10-21,FDP,0.122
allensbach,2008-10-21,PDS,NA
allensbach,2008-10-21,REP,NA
allensbach,2008-10-21,Sonstige,0.036
allensbach,2008-10-21,Linke.PDS,NA
allensbach,2008-10-21,LINKE,0.126
allensbach,2008-10-21,PIRATEN,NA
allensbach,2008-10-21,AfD,NA
allensbach,2008-09-17,CDU/CSU,0.362
allensbach,2008-09-17,SPD,0.266
allensbach,2008-09-17,GRÜNE,0.103
allensbach,2008-09-17,FDP,0.113
allensbach,2008-09-17,PDS,NA
allensbach,2008-09-17,REP,NA
allensbach,2008-09-17,Sonstige,0.041
allensbach,2008-09-17,Linke.PDS,NA
allensbach,2008-09-17,LINKE,0.115
allensbach,2008-09-17,PIRATEN,NA
allensbach,2008-09-17,AfD,NA
allensbach,2008-08-19,CDU/CSU,0.361
allensbach,2008-08-19,SPD,0.265
allensbach,2008-08-19,GRÜNE,0.095
allensbach,2008-08-19,FDP,0.113
allensbach,2008-08-19,PDS,NA
allensbach,2008-08-19,REP,NA
allensbach,2008-08-19,Sonstige,0.036
allensbach,2008-08-19,Linke.PDS,NA
allensbach,2008-08-19,LINKE,0.13
